Dataset,Filename,Column,,0 (%),,,1 (%),,,3 (%),,,5 (%),,,10 (%),,,15 (%),,,20 (%),,,30 (%),
,,,Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%)
IRKIS
,Global
,,VWC,APCA,16,20.32,APCA,16,18.35,APCA,32,12.37,APCA,64,6.77,APCA,128,3.07,APCA,256,2.22,APCA,256,1.71,APCA,256,1.21
NOAA-SST
,Global
,,SST,PCA,256,60.84,APCA,8,28.12,APCA,32,13.64,APCA,64,8.88,APCA,128,4.63,APCA,256,3.15,APCA,256,2.39,APCA,256,1.72
NOAA-ADCP
,Global
,,Vel,PCA,256,68.22,PCA,256,68.22,APCA,4,66.8,APCA,4,61.07,APCA,4,48.44,APCA,4,40.9,APCA,8,34.9,APCA,8,25.93
SolarAnywhere
,Global
,,GHI,PCA,4,77.65,APCA,8,76.1,APCA,16,71.39,APCA,16,67.2,APCA,16,58.52,APCA,16,52.41,APCA,16,47.03,APCA,16,37.78
,,DNI,PCA,4,75.93,APCA,16,72.22,APCA,16,65.75,APCA,16,61.37,APCA,16,53.98,APCA,16,48.55,APCA,16,43.36,APCA,16,35.66
,,DHI,PCA,4,77.66,PCA,4,77.43,APCA,16,71.62,APCA,16,67.6,APCA,16,60.12,APCA,16,53.62,APCA,16,47.86,APCA,16,38.71
ElNino
,el-nino.csv
,,Lat,APCA,16,15.96,=,=,=,APCA,16,15.82,APCA,16,15.11,APCA,16,12.34,APCA,32,9.89,APCA,32,8.61,APCA,64,5.76
,,Long,APCA,8,17.36,APCA,16,17.05,APCA,16,13.04,APCA,32,11.75,APCA,64,8.65,APCA,64,6.56,APCA,128,4.93,APCA,256,2.37
,,Zonal Winds,PCA,256,31.46,=,=,=,PCA,256,31.46,PCA,256,31.46,APCA,4,27.36,APCA,4,23.5,APCA,4,20.54,APCA,8,16.44
,,Merid. Winds,PCA,256,31.46,=,=,=,PCA,256,31.46,PCA,256,31.46,APCA,4,29.16,APCA,4,25.86,APCA,4,23.33,APCA,4,19.15
,,Humidity,PCA,256,23.1,PCA,256,23.1,PCA,256,23.1,PCA,256,23.1,APCA,4,20.51,APCA,4,18.14,APCA,4,16.01,APCA,4,12.94
,,AirTemp,PCA,256,32.68,PCA,256,32.68,APCA,4,30.33,APCA,4,27.39,APCA,4,22.42,APCA,8,19.24,APCA,8,16.76,APCA,16,13.31
,,SST,PCA,256,32.91,APCA,4,30.96,APCA,4,24.6,APCA,4,20.61,APCA,8,14.17,APCA,16,10.66,APCA,16,8.21,APCA,32,5.42
NOAA-SPC-hail
,noaa_spc-hail.csv
,,Lat,PCA,256,100.04,PCA,256,100.04,APCA,4,89.83,APCA,4,82.62,APCA,4,71.49,APCA,8,64.62,APCA,8,57.49,APCA,8,46.75
,,Long,PCA,256,100.03,PCA,256,100.03,APCA,4,85.91,APCA,4,77.5,APCA,4,65.06,APCA,8,55.38,APCA,8,48.72,APCA,16,38.74
,,Size,APCA,4,80.61,APCA,4,80.59,APCA,4,80.59,APCA,4,80.58,APCA,4,80.56,APCA,4,80.53,APCA,4,80.52,APCA,8,64.35
NOAA-SPC-tornado
,noaa_spc-tornado.csv
,,Lat,PCA,256,100.05,APCA,4,85.43,APCA,4,70.63,APCA,4,65.17,APCA,8,54.17,APCA,8,46.78,APCA,16,41.95,APCA,16,33.48
,,Long,PCA,256,100.11,APCA,4,82.12,APCA,4,65.09,APCA,8,57.66,APCA,8,45.55,APCA,16,39.88,APCA,16,34.84,APCA,16,28.41
NOAA-SPC-wind
,noaa_spc-wind.csv
,,Lat,PCA,256,100.03,PCA,256,100.03,APCA,4,88.74,APCA,4,81.29,APCA,4,69.82,APCA,8,62.44,APCA,8,56.18,APCA,8,47.15
,,Long,PCA,256,100.03,APCA,4,95.41,APCA,4,80.29,APCA,4,73.21,APCA,8,62.06,APCA,8,54.33,APCA,8,48.52,APCA,16,39.73
,,Speed,FR,16,65.49,APCA,8,43.82,FR,64,25.9,FR,128,16.79,APCA,32,15.71,APCA,64,12.29,APCA,64,10.33,APCA,64,8.21
